text,label,clean_text
"⚠️ Android dependency-check failed (scheduled scan) The weekly Android dependency vulnerability scan failed.

This may mean a dependency now has a known CVSS >= 7.0 vulnerability, or the
scan itself failed for an unrelated reason (see the run log).

Workflow run: https://github.com/ethos-protocol/ethos-mobile/actions/runs/34840731121

Related: #178 (moved this job off the per-PR trigger after it repeatedly
hung for 1h+ without an NVD API key and got killed by the runner).",SECURITY,android fail schedul scan weekli android depend vulner scan fail may mean depend known cvss vulner scan fail unrel reason see run log workflow run relat move job trigger repeatedli hung without nvd api key got kill runner
"🔒 Security audit failure — 2026-09-14 The nightly security audit has detected issues.

See: https://github.com/Ashutosh0x/arc-cli/actions/runs/34840241046",SECURITY,secur audit failur nightli secur audit detect issu see
"No service has rate limiting — bounded today by loopback, unbounded once the web client ships From `docs/audit/AUDIT_2026-09.md` §8, finding **M-2** (2026-09-12). Medium, reasoned from code — not reproduced.

> The audit cites this finding but gives it no section of its own — see #276.

## What happens

No service and no bot has any rate limiting. A search for `RateLimit`, `AddRateLimiter` and `UseRateLimiter` across `src/` returns nothing (re-checked 2026-09-14).

## Why it is Medium and not higher, today

Every API binds to `localhost` and has exactly one trusted caller, the bot. There is currently no path by which an untrusted client can send it volume.

## Why that changes

The web client (#97) puts an internet-facing surface in front of the same APIs. From then on a missing limit is no longer bounded by topology — and it compounds H-6 (#36): the credit-ceiling race is exploited with concurrent requests, which a rate limit makes harder to land.

## Fix

ASP.NET Core's built-in `Microsoft.AspNetCore.RateLimiting` middleware on whatever becomes internet-facing — per user where the caller is identified, per IP otherwise. No third-party dependency.

## Acceptance

Before #97 ships: every internet-reachable endpoint has a limit, and a burst above it gets `429`.

## Related

#97 (the exposure), #36 (what concurrent volume exploits).",SECURITY,servic rate limit bound today loopback unbound web client ship find medium reason code reproduc audit cite find give section see happen servic bot rate limit search ratelimit addratelimit useratelimit across return noth medium higher today everi api bind localhost exactli one trust caller bot current path untrust client send volum chang web client put surfac front api miss limit longer bound topolog compound race exploit concurr request rate limit make harder land fix core middlewar whatev becom per user caller identifi per ip otherwis depend accept ship everi endpoint limit burst get relat exposur concurr volum exploit
"Critical security vulnerabilities detected ## Critical Vulnerabilities Found

- **fast-xml-parser** (critical)
  - Via: fast-xml-parser has an entity encoding bypass via regex injection in DOCTYPE entity names, fast-xml-parser affected by DoS through entity expansion in DOCTYPE (no expansion limit), fast-xml-parser has stack overflow in XMLBuilder with preserveOrder, fast-xml-parser affected by numeric entity expansion bypassing all entity expansion limits (incomplete fix for CVE-2026-26278), Entity Expansion Limits Bypassed When Set to Zero Due to JavaScript Falsy Evaluation in fast-xml-parser, fast-xml-parser XMLBuilder: XML Comment and CDATA Injection via Unescaped Delimiters
  - Fix: Update available

- **handlebars** (critical)
  - Via: Handlebars.js has JavaScript Injection via AST Type Confusion by tampering @partial-block, Handlebars.js has JavaScript Injection via AST Type Confusion, Handlebars.js has Prototype Pollution Leading to XSS through Partial Template Injection, Handlebars.js has a Prototype Method Access Control Gap via Missing __lookupSetter__ Blocklist Entry, Handlebars.js has a Property Access Validation Bypass in container.lookup, Handlebars.js has JavaScript Injection via AST Type Confusion when passing an object as dynamic partial, Handlebars.js has Denial of Service via Malformed Decorator Syntax in Template Compilation, Handlebars.js has JavaScript Injection in CLI Precompiler via Unescaped Names and Options
  - Fix: Update available

- **next** (critical)
  - Via: Next.js self-hosted applications vulnerable to DoS via Image Optimizer remotePatterns configuration, Next.js HTTP request deserialization can lead to DoS when using insecure React Server Components, Next.js: HTTP request smuggling in rewrites, Next.js: Unbounded next/image disk cache growth can exhaust storage, Next.js has a Denial of Service with Server Components, Next.js Vulnerable to Denial of Service with Server Components, Next.js has a Middleware / Proxy bypass in App Router applications via segment-prefetch routes - Incomplete Fix Follow-Up, Next.js's Middleware / Proxy redirects can be cache-poisoned, Next.js vulnerable to cross-site scripting in App Router applications using CSP nonces, Next.js vulnerable to cache poisoning via collisions in React Server Component cache-busting, Next.js has cross-site scripting in beforeInteractive scripts with untrusted input, Next.js vulnerable to Denial of Service via connection exhaustion in applications using Cache Components, Next.js has a Denial of Service in the Image Optimization API, Next.js vulnerable to server-side request forgery in applications using WebSocket upgrades, Next.js has a Middleware / Proxy bypass through dynamic route parameter injection, Next.js vulnerable to cache poisoning in React Server Component responses, Next.js has a Middleware / Proxy bypass in App Router applications via segment-prefetch routes, Next.js has a Middleware / Proxy bypass in Pages Router applications using i18n, Next.js: Denial of Service in App Router using Server Actions, Next.js: Server-Side Request Forgery in Server Actions on custom servers, Next.js: Cache confusion of response bodies for requests with bodies, Next.js: Cache confusion of response bodies for requests with bodies containing invalid UTF-8 byte sequences, Next.js: Unbounded Server Action payload in Edge runtime, Next.js: Server-Side Request Forgery in rewrites via attacker-controlled destination hostname, Next.js: Denial of Service in the Image Optimization API using SVGs, Next.js: Unauthenticated disclosure of internal Server Function endpoints, Next.js: Unauthenticated Remote Code Execution on windows-hosted servers, Next.js: Unauthenticated Remote Code Execution in Image Optimization API when AVIF files are used, postcss, sharp
  - Fix: Update available

- **protobufjs** (critical)
  - Via: Arbitrary code execution in protobufjs, protobuf.js: Code injection through bytes field defaults in generated toObject code, protobuf.js: Denial of service from crafted field names in generated code, protobuf.js: Prototype injection in generated message constructors, protobuf.js: Code generation gadget after prototype pollution, protobuf.js: Process-wide denial of service through unsafe option paths, protobuf.js: Denial of service through unbounded protobuf recursion, protobufjs has overlong UTF-8 decoding, protobufjs: Denial of Service via unbounded recursive JSON descriptor expansion, protobufjs: Denial of service through unbounded Any expansion during JSON conversion, protobufjs : Schema-derived names can shadow runtime-significant properties, protobufjs: Denial of Service via infinite loop in .proto option parsing
  - Fix: Update available

- **websocket-driver** (critical)
  - Via: websocket-driver: Resource limit bypass via message compression, websocket-driver: Message corruption via abuse of protocol length headers
  - Fix: Update available",SECURITY,critic secur vulner detect critic vulner found critic via entiti encod bypass via regex inject doctyp entiti name affect do entiti expans doctyp expans limit stack overflow xmlbuilder preserveord affect numer entiti expans bypass entiti expans limit incomplet fix entiti expans limit bypass set zero due javascript falsi evalu xmlbuilder xml comment cdata inject via unescap delimit fix updat avail handlebar critic via javascript inject via ast type confus tamper javascript inject via ast type confus prototyp pollut lead xss partial templat inject prototyp method access control gap via miss blocklist entri properti access valid bypass javascript inject via ast type confus pass object dynam partial denial servic via malform decor syntax templat compil javascript inject cli precompil via unescap name option fix updat avail next critic via applic vulner do via imag optim remotepattern configur http request deseri lead do use insecur react server compon http request smuggl rewrit unbound disk cach growth exhaust storag denial servic server compon vulner denial servic server compon middlewar proxi bypass app router applic via rout incomplet fix middlewar proxi redirect vulner script app router applic use csp nonc vulner cach poison via collis react server compon script beforeinteract script untrust input vulner denial servic via connect exhaust applic use cach compon denial servic imag optim api vulner request forgeri applic use websocket upgrad middlewar proxi bypass dynam rout paramet inject vulner cach poison react server compon respons middlewar proxi bypass app router applic via rout middlewar proxi bypass page router applic use denial servic app router use server action request forgeri server action custom server cach confus respons bodi request bodi cach confus respons bodi request bodi contain invalid byte sequenc unbound server action payload edg runtim request forgeri rewrit via destin hostnam denial servic imag optim api use svg unauthent disclosur intern server function endpoint unauthent remot code execut server unauthent remot code execut imag optim api avif file use postcss sharp fix updat avail protobufj critic via arbitrari code execut protobufj code inject byte field default gener toobject code denial servic craft field name gener code prototyp inject gener messag constructor code gener gadget prototyp pollut denial servic unsaf option path denial servic unbound protobuf recurs protobufj overlong decod protobufj denial servic via unbound recurs json descriptor expans protobufj denial servic unbound expans json convers protobufj name shadow properti protobufj denial servic via infinit loop option pars fix updat avail critic via resourc limit bypass via messag compress messag corrupt via abus protocol length header fix updat avail
Weekly security audit failed (2026-09-14) The scheduled security-audit workflow failed. See the run: https://github.com/heyitskundan/interop-gateway/actions/runs/34840361547,SECURITY,weekli secur audit fail schedul workflow fail see run
"security-nightly: advisory finding 2026-09-14 Nightly security sweep failed on 2026-09-14.

Run: https://github.com/kovagent/insiderkit/actions/runs/34840029448

Triage:
1. Identify the advisory(ies) flagged by cargo-audit / cargo-deny.
2. If a transitive dep needs upgrade — bump the lockfile.
3. If the advisory is benign / unfixable — add to audit.toml + deny.toml with rationale.
4. Re-run via workflow_dispatch to confirm green.",SECURITY,advisori find nightli secur sweep fail run triag identifi advisori i flag transit dep need upgrad bump lockfil advisori benign unfix add rational via confirm green
"Trivy scan: 13 HIGH/CRITICAL CVEs in statusboard-api:latest (2026-09-14) Weekly scan found 13 HIGH/CRITICAL CVEs in the published image. Time to rebuild against a fresh base.

- **HIGH** CVE-2026-41992 in gzip@1.13-1: gzip: gzip: Information disclosure via global buffer overflow in LZH decompression
- **HIGH** CVE-2026-86145 in libpcre2-8-0@10.46-1~deb13u1: pcre2: PCRE2: Out-of-bounds write allows arbitrary code execution via crafted regular expressions
- **HIGH** CVE-2026-89161 in libpcre2-8-0@10.46-1~deb13u1: pcre2: PCRE2: Memory corruption vulnerability in pcre2_jit_match
- **HIGH** CVE-2026-11822 in libsqlite3-0@3.46.1-7+deb13u1: sqlite: SQLite: Arbitrary code execution via crafted FTS5 full-text search data
- **HIGH** CVE-2026-11824 in libsqlite3-0@3.46.1-7+deb13u1: sqlite: SQLite: Arbitrary code execution and crash via heap-based buffer overflow in FTS5
- **HIGH** CVE-2026-58050 in libssh2-1t64@1.11.1-1+deb13u1: libssh2: libssh2: Heap buffer overflow via integer overflow in publickey attribute allocation
- **CRITICAL** CVE-2026-13221 in perl-base@5.40.1-6: perl: Perl: Incorrect regular expression processing via large regular expressions
- **CRITICAL** CVE-2026-42496 in perl-base@5.40.1-6: perl-archive-tar: perl-archive-tar: Path traversal via crafted symlinks allows arbitrary file access
- **CRITICAL** CVE-2026-8376 in perl-base@5.40.1-6: perl: Perl: Heap buffer overflow when compiling regular expressions on 32-bit builds
- **HIGH** CVE-2026-42497 in perl-base@5.40.1-6: perl-Archive-Tar: perl-Archive-Tar: Arbitrary file modification via crafted hardlinks during archive extraction
- **HIGH** CVE-2026-48962 in perl-base@5.40.1-6: perl-IO-Compress: perl-IO-Compress: Arbitrary code execution via attacker-controlled output glob
- **HIGH** CVE-2026-57432 in perl-base@5.40.1-6: perl: Perl: Information disclosure via integer overflow in pack/unpack operations
- **HIGH** CVE-2026-57433 in perl-base@5.40.1-6: Storable: Storable: Denial of Service via signed integer overflow in deserialization",SECURITY,trivi scan cve latest weekli scan found cve publish imag time rebuild fresh base high gzip gzip gzip inform disclosur via global buffer overflow lzh decompress high write allow arbitrari code execut via craft regular express high memori corrupt vulner high sqlite sqlite arbitrari code execut via craft search data high sqlite sqlite arbitrari code execut crash via buffer overflow high heap buffer overflow via integ overflow publickey attribut alloc critic perl perl incorrect regular express process via larg regular express critic path travers via craft symlink allow arbitrari file access critic perl perl heap buffer overflow compil regular express build high arbitrari file modif via craft hardlink archiv extract high arbitrari code execut via output glob high perl perl inform disclosur via integ overflow oper high storabl storabl denial servic via sign integ overflow deseri
"Trivy suppression audit: upstream fix(es) detected The Trivy suppression audit (.github/workflows/trivy-suppression-audit.yml) detected one or more CVEs listed in `.trivyignore` that are **no longer reported** by a fresh scan of the upstream base images + Prisma CLI install. This typically means the upstream fix has shipped (or the vulnerable package was removed) and the suppression can be dropped.

**Candidates to drop from `.trivyignore` (10 total suppressions):**

```
CVE-2026-0861
CVE-2026-12151
CVE-2026-33671
```

**Follow-up:**
1. Open a PR removing the listed CVE entries from `.trivyignore` (keep the comment block above each — re-add if the audit was a false positive).
2. Re-run the deploy pipeline. The image scan should now pass without the suppression.
3. If the deploy *still* fails on that CVE: the audit may have run before image-tag propagation. Leave the entry and wait one cycle.

This issue is updated in place by the next audit run; close it when the candidates are addressed.",SECURITY,trivi suppress audit upstream fix es detect trivi suppress audit detect one cve list longer report fresh scan upstream base imag prisma cli instal typic mean upstream fix ship vulner packag remov suppress drop candid drop total suppress open pr remov list cve entri keep comment block audit fals posit deploy pipelin imag scan pass without suppress deploy still fail cve audit may run propag leav entri wait one cycl issu updat place next audit run close candid address
"security: Critical Next.js RCE GHSA-2xp9-vwfh-vxw4 (Image Optimization / AVIF) ## Security: GHSA-2xp9-vwfh-vxw4 — Next.js Image Optimization RCE (Critical)

Unauthenticated RCE in Image Optimization when AVIF is used.
- Advisory: https://github.com/advisories/GHSA-2xp9-vwfh-vxw4
- Related: CVE-2026-75604
- Package: `next`

### Remediation
1. Prefer Bun (`bun.lock`); remove stale npm/yarn/pnpm lockfiles when migrating
2. Run `bun update`
3. Patch `next` / `eslint-config-next` for this advisory (same major line when possible)
4. PR must include `Fixes #<this-issue>`

### Acceptance
Patched `next`, lockfile updated, alert addressed.",SECURITY,secur critic rce imag optim avif secur imag optim rce critic unauthent rce imag optim avif use advisori relat packag next remedi prefer bun remov stale lockfil migrat run bun updat patch next advisori major line possibl pr must includ fix accept patch next lockfil updat alert address
"Weekly security scan — HIGH/CRITICAL findings detected # Weekly security scan: HIGH/CRITICAL findings

_Generated automatically by `security-deep-scan.yml` on 2026-09-14 11:33 UTC._

Workflow run: https://github.com/LHomola/heit/actions/runs/34838711815

Two scanners ran against the working tree. Each finding listed below is HIGH or CRITICAL severity with a fix available upstream. Findings without a published fix are intentionally excluded - they are not actionable today and would only repeat each week.

## Trivy

```

Report Summary

┌────────────────────────────┬──────┬─────────────────┬─────────┐
│           Target           │ Type │ Vulnerabilities │ Secrets │
├────────────────────────────┼──────┼─────────────────┼─────────┤
│ backend/requirements.txt   │ pip  │        2        │    -    │
├────────────────────────────┼──────┼─────────────────┼─────────┤
│ frontend/package-lock.json │ npm  │        5        │    -    │
└────────────────────────────┴──────┴─────────────────┴─────────┘
Legend:
- '-': Not scanned
- '0': Clean (no security findings detected)


For OSS Maintainers: VEX Notice
--------------------------------
If you're an OSS maintainer and Trivy has detected vulnerabilities in your project that you believe are not actually exploitable, consider issuing a VEX (Vulnerability Exploitability eXchange) statement.
VEX allows you to communicate the actual status of vulnerabilities in your project, improving security transparency and reducing false positives for your users.
Learn more and start using VEX: https://trivy.dev/docs/v0.74/guide/supply-chain/vex/repo#publishing-vex-documents

To disable this notice, set the TRIVY_DISABLE_VEX_NOTICE environment variable.


backend/requirements.txt (pip)
==============================
Total: 2 (HIGH: 2, CRITICAL: 0)

┌───────────┬────────────────┬──────────┬────────┬───────────────────┬───────────────┬──────────────────────────────────────────────────────────────┐
│  Library  │ Vulnerability  │ Severity │ Status │ Installed Version │ Fixed Version │                            Title                             │
├───────────┼────────────────┼──────────┼────────┼───────────────────┼───────────────┼──────────────────────────────────────────────────────────────┤
│ starlette │ CVE-2026-48818 │ HIGH     │ fixed  │ 0.49.1            │ 1.1.0         │ starlette: Starlette: SSRF and NTLM credential theft via UNC │
│           │                │          │        │                   │               │ paths in StaticFiles...                                      │
│           │                │          │        │                   │               │ https://avd.aquasec.com/nvd/cve-2026-48818                   │
│           ├────────────────┤          │        │                   ├───────────────┼──────────────────────────────────────────────────────────────┤
│           │ CVE-2026-54283 │          │        │                   │ 1.3.1         │ starlette: Starlette: request.form() limits silently ignored │
│           │                │          │        │                   │               │ for application/x-www-form-urlencoded enable DoS             │
│           │                │          │        │                   │               │ https://avd.aquasec.com/nvd/cve-2026-54283                   │
└───────────┴────────────────┴──────────┴────────┴───────────────────┴───────────────┴──────────────────────────────────────────────────────────────┘

frontend/package-lock.json (npm)
================================
Total: 5 (HIGH: 5, CRITICAL: 0)

┌──────────────┬─────────────────────┬──────────┬────────┬───────────────────┬───────────────┬────────────────────────────────────────────────────────────┐
│   Library    │    Vulnerability    │ Severity │ Status │ Installed Version │ Fixed Version │                           Title                            │
├──────────────┼─────────────────────┼──────────┼────────┼───────────────────┼───────────────┼────────────────────────────────────────────────────────────┤
│ react-router │ CVE-2026-34077      │ HIGH     │ fixed  │ 7.13.2            │ 7.14.0        │ react-router: React Router: Denial of Service via          │
│              │                     │          │        │                   │               │ client-side Cross-Site Scripting in RSC...                 │
│              │                     │          │        │                   │               │ https://avd.aquasec.com/nvd/cve-2026-34077                 │
│              ├─────────────────────┤          │        │                   ├───────────────┼────────────────────────────────────────────────────────────┤
│              │ CVE-2026-42211      │          │        │                   │ 7.14.2        │ react-router: React Router: Remote Code Execution via      │
│              │                     │          │        │                   │               │ prototype pollution in Framework Mode...                   │
│              │                     │          │        │                   │               │ https://avd.aquasec.com/nvd/cve-2026-42211                 │
│              ├─────────────────────┤          │        │                   ├───────────────┼────────────────────────────────────────────────────────────┤
│              │ CVE-2026-42342      │          │        │                   │ 7.15.0        │ react-router: @remix-run/server-runtime: React Router /    │
│              │                     │          │        │                   │               │ Remix: Denial of Service via unbounded path...             │
│              │                     │          │        │                   │               │ https://avd.aquasec.com/nvd/cve-2026-42342                 │
│              ├─────────────────────┤          │        │                   ├───────────────┼────────────────────────────────────────────────────────────┤
│              │ CVE-2026-55685      │          │        │                   │ 7.18.0        │ react-router: @remix-run/server-runtime: React Router:     │
│              │                     │          │        │                   │               │ Denial of Service via unauthenticated manifest endpoint    │
│              │                     │          │        │                   │               │ requests...                                                │
│              │                     │          │        │                   │               │ https://avd.aquasec.com/nvd/cve-2026-55685                 │
│              ├─────────────────────┤          │        │                   ├───────────────┼────────────────────────────────────────────────────────────┤
│              │ GHSA-qwww-vcr4-c8h2 │          │        │                   │ 7.18.2, 8.3.0 │ React Router: RSC Mode CSRF Bypass Allows Action Execution │
│              │                     │          │        │                   │               │ Before 400 Response...                                     │
│              │                     │          │        │                   │               │ https://github.com/advisories/GHSA-qwww-vcr4-c8h2          │
└──────────────┴─────────────────────┴──────────┴────────┴───────────────────┴───────────────┴────────────────────────────────────────────────────────────┘
```

## Grype

```
(grype output file not found - see workflow logs for detail)
```

## Next Steps

- [ ] **Verify Impact:** Check if the library is used in production or just a dev/test dependency.
- [ ] **Quick Fix:** Try updating the version in `backend/requirements.txt` or `frontend/package.json`.
- [ ] **Verify:** Run the local test suite (`pytest` or `vitest`) to ensure the update didn't break anything.
- [ ] **Blocked Update:** If a direct update is blocked by other dependencies, evaluate if we can swap the parent package.
- [ ] **Resolution:** Close this issue once each finding is either patched or has a written justification for being deferred.",SECURITY,weekli secur scan find detect weekli secur scan find automat workflow run two scanner ran work tree find list high critic sever fix avail upstream find without publish fix intent exclud action today would repeat week trivi report summari target type vulner secret pip npm legend scan clean secur find detect oss maintain vex notic oss maintain trivi detect vulner project believ actual exploit consid issu vex vulner exploit exchang statement vex allow commun actual statu vulner project improv secur transpar reduc fals posit user learn start use vex disabl notic set environ variabl pip total high critic librari vulner sever statu instal version fix version titl starlett high fix starlett starlett ssrf ntlm credenti theft via unc path staticfil starlett starlett limit silent ignor enabl do npm total high critic librari vulner sever statu instal version fix version titl high fix react router denial servic via script rsc react router remot code execut via prototyp pollut framework mode react router remix denial servic via unbound path react router denial servic via unauthent manifest endpoint request react router rsc mode csrf bypass allow action execut respons grype grype output file found see workflow log detail next step verifi impact check librari use product depend quick fix tri updat version verifi run local test suit pytest vitest ensur updat break anyth block updat direct updat block depend evalu swap parent packag resolut close issu find either patch written justif defer
"P1: a literal Bearer sk-live-… in the workflow YAML still checks SECRETS green Wave-8 operator gauntlet, 2026-09-14, `nika 0.120.0-dev` `7a3748735`.

## Socratic

If a secret is in the **source file**, has it reached an effect?

Nika's SECRETS gate currently answers: only if it was **declared**. A Zapier/n8n user pastes `Authorization: Bearer sk-live-…` into the HTTP node. That is the entire secret lifecycle in those tools. Check must scream. It currently passes.

## Observation

```yaml
nika: secret-in-file
model: mock/echo
permits:
  exec: false
  tools: [""nika:fetch""]
  net:
    http: [""api.example.com""]
tasks:
  call:
    invoke:
      tool: nika:fetch
      args:
        url: https://api.example.com/v1
        method: GET
        headers:
          Authorization: ""Bearer sk-live-THISISFAKESECRETKEY""
outputs:
  ok: ${{ tasks.call.output }}
```

```
$ nika check secret-in-file.nika.yaml --plain
ok PLAN     1 wave · 1 task
ok SECRETS  no declared secret reaches an effect · model echo untracked
…
-> HINT     [documentation-host] task `call` fetches api.example.com — RFC 2606
ok audited · 1 task · risk supervised
layers · valid ok · run ready ok
```

The only hint is that `api.example.com` is a documentation host. The **key in the file** is invisible to SECRETS, JOURNEY, and the audit line. `ok SECRETS` is a lie in the sense a human reads it: there is a live-shaped credential in git-ready YAML.

This is the opposite of One Door honesty. The gate is precise about *declared* secrets and silent about the thing that actually leaks.

## Expected

A check finding (warn at minimum, fail under `--strict` / a `nika check` secrets-in-source policy):

- literal `sk-` / `sk-live-` / `sk-ant-` / `xai-` / `Bearer ` + long token in any scalar
- high-entropy quoted strings in `headers:` / `env:` / `exec:` argv

Message names the field, not « no declared secret ». Fix-form: move to a secret handle / env ref the journey already knows how to track. Do **not** print the token back in the finding.

JOURNEY should also stop saying `0 sources` when a header is an inline credential.

## Proof

The specimen above must not print `ok SECRETS  no declared secret reaches an effect` without a secrets-in-source finding. A declared `${{ secrets.x }}` path stays the journey; this issue is the **undeclared inline** path.

## Not this issue

- Mocking fetch under `mock/echo` ([#1605](https://github.com/supernovae-st/nika/issues/1605)).
- `api.example.com` documentation-host hint (that one is good).",SECURITY,liter bearer workflow yaml still check secret green oper gauntlet nika socrat secret sourc file reach effect nika secret gate current answer declar user past author bearer http node entir secret lifecycl tool check must scream current pass observ yaml nika model permit exec fals tool nika fetch net http task call invok tool nika fetch arg url method get header author bearer output ok nika check plain ok plan wave task ok secret declar secret reach effect model echo untrack hint task call fetch rfc ok audit task risk supervis layer valid ok run readi ok hint document host key file invis secret journey audit line ok secret lie sens human read credenti yaml opposit one door honesti gate precis declar secret silent thing actual leak expect check find warn minimum fail strict nika check polici liter bearer long token scalar quot string header env exec argv messag name field declar secret move secret handl env ref journey alreadi know track print token back find journey also stop say sourc header inlin credenti proof specimen must print ok secret declar secret reach effect without find declar path stay journey issu undeclar inlin path issu mock fetch hint one good
"Research proposal: threat model and requirements for signed transitions / authenticated replicas ## Problem statement

The v0.6 distributed-state trust boundary is self-asserted: ADR 0015 gives every replica authority over its own history and makes divergence fail closed, but nothing authenticates who produced a transition or a replica. Signed transitions and authenticated replicas are a post-v1.0 extension candidate, and no threat model or requirements work exists for them.

## Why this matters

The project derives requirements before mechanisms — ADR 0015 rejected Raft, CRDTs, and op-shipping on requirements grounds, and the roadmap's signed-transitions item is explicitly framed as replacing the self-asserted trust boundary. Proposing authentication before modeling the adversaries and assets would repeat the mistake the distributed-state ADR avoided. This issue performs threat modeling and requirements gathering only. **Nothing is scheduled; nothing is promised** — the output feeds a future ADR.

## Technical context

- `ROADMAP.md` — post-v1.0 extensions: ""Signed transitions / authenticated replicas (replaces the self-asserted v0.6 trust boundary).""
- `docs/adr/0015-distributed-state.md` — per-replica authority, fail-closed divergence, and the stated CAP posture, which define what is and is not defended today.
- `docs/spec/security.md`, `SECURITY.md` — the current posture (no network I/O by default, untrusted input, hash-verified integrity, simulation default) and the longer-term security considerations list, which names signed transitions.
- `docs/research/v1.0-review.md` — carried limitation 4: ""No signed transitions/authenticated replicas.""
- `docs/adr/0002-state-identity.md` and `docs/adr/0003-canonical-serialization.md` — content-addressed identity, which any signing scheme must compose with deterministically.
- `docs/research/limitations.md` — the honest-limitations framing this document must follow.

## Possible approach

Threat-model and requirements only: enumerate the assets (state store, peer sync, commit integrity), the adversaries (malicious replica, tampered store, network attacker), and the trust assumptions ADR 0015 currently makes. Analyze what fail-closed divergence does and does not defend against. Derive requirements for signature and identity primitives that remain consistent with content-addressed identity and the determinism requirement, and record the open questions and the unresolved primitives. No implementation, and no commitment that the extension will happen.

## Acceptance criteria

- A threat-model and requirements document exists under docs/research/ with an adversary/asset model, a gap analysis against the ADR 0015 posture, and derived requirements.
- The analysis states what the current design already handles versus what genuine authentication would add.
- The document states explicitly that this is threat modeling and requirements gathering, not an implementation commitment, and that nothing is scheduled.
- Open questions are recorded for a future ADR, including any primitive that remains unresolved.

**Difficulty:** Advanced.",SECURITY,research propos threat model requir sign transit authent replica problem statement trust boundari adr give everi replica author histori make diverg fail close noth authent produc transit replica sign transit authent replica extens candid threat model requir work exist matter project deriv requir mechan adr reject raft crdt requir ground roadmap item explicitli frame replac trust boundari propos authent model adversari asset would repeat mistak adr avoid issu perform threat model requir gather noth schedul noth promis output feed futur adr technic context extens sign transit authent replica replac trust boundari author diverg state cap postur defin defend today current postur network default untrust input integr simul default secur consider list name sign transit carri limit sign replica ident sign scheme must compos determinist frame document must follow possibl approach requir enumer asset state store peer sync commit integr adversari malici replica tamper store network attack trust assumpt adr current make analyz diverg defend deriv requir signatur ident primit remain consist ident determin requir record open question unresolv primit implement commit extens happen accept criteria requir document exist model gap analysi adr postur deriv requir analysi state current design alreadi handl versu genuin authent would add document state explicitli threat model requir gather implement commit noth schedul open question record futur adr includ primit remain unresolv difficulti advanc
"Independent host-safety review of the linux-ns execution backend ## Problem statement

The Linux execution path — the only code path in RAHN that touches a real network or OS — is validated by CI only. It has not been independently reviewed for host-safety, namespace isolation, or cleanup behavior. An independent adversarial review is the step that turns ""our tests assert this"" into ""someone else checked our tests"".

## Why this matters

ADR 0012 rests on a structural host-safety invariant: host-side operations are limited to `ip netns add/del rahn-*`, with all link and interface mutations running inside `ip netns exec rahn-*`. Tests assert this structurally, but structural tests can encode the same blind spot as the implementation they check. Namespace isolation, failure cleanup, and the boundary of what can reach the host are exactly the areas where a second set of eyes is worth most.

## Technical context

- `docs/research/limitations.md` — ""the Linux execution path is validated by CI only"".
- `docs/adr/0012-linux-ns-execution.md` — the decision: shelling out to `ip`; deterministic `rahn-<node-id>` namespace naming; the host-safety invariant; `--execute` requires `--yes-i-know`; non-Linux platforms refuse at runtime; execution stops at the first failing command; `rahn destroy` cleanup.
- `.github/workflows/ci.yml` — the `linux-execution` job (requires root for netns) and the host-safety unit tests.
- `crates/rahn-exec/` — the mapping from plans to argv, plus the host-safety tests.
- `SECURITY.md` — the private reporting path for security-sensitive findings.

## Possible approach

Perform an adversarial review of: namespace isolation (can a created topology affect anything outside its namespaces?); the host-side `rahn-*` restriction (can any non-exempt argv reach the host namespace, including through argument injection in node identifiers?); cleanup paths (interrupted runs, partial topologies, `rahn destroy`); and failure modes (first-failing-command stop, half-created state). The output is a written review report. Security-sensitive discoveries go to the maintainers privately per SECURITY.md; only non-sensitive findings become public follow-up issues. The report should not overstate: it may conclude the invariant holds, and it may conclude it does not.

## Acceptance criteria

- A written review report exists, public to the extent its findings are non-sensitive.
- Each finding is triaged as a fix, an ADR-worthy design issue, or accepted-and-documented, with a linked issue or PR.
- Security-sensitive items were routed privately per SECURITY.md and are noted as such in the public report.
- The ""validated by CI only"" wording in limitations.md is updated only if the review provides evidence beyond CI.

**Difficulty:** Advanced.",SECURITY,independ review execut backend problem statement linux execut path code path rahn touch real network os valid ci independ review namespac isol cleanup behavior independ adversari review step turn test assert someon els check test matter adr rest structur invari oper limit ip netn link interfac mutat run insid ip netn exec test assert structur structur test encod blind spot implement check namespac isol failur cleanup boundari reach host exactli area second set eye worth technic context linux execut path valid ci decis shell ip determinist namespac name invari execut requir platform refus runtim execut stop first fail command rahn destroy cleanup job requir root netn unit test map plan argv plu test privat report path find possibl approach perform adversari review namespac isol creat topolog affect anyth outsid namespac restrict argv reach host namespac includ argument inject node identifi cleanup path interrupt run partial topolog rahn destroy failur mode stop state output written review report discoveri go maintain privat per find becom public issu report overst may conclud invari hold may conclud accept criteria written review report exist public extent find find triag fix design issu link issu pr item rout privat per note public report valid ci word updat review provid evid beyond ci difficulti advanc
